HPO,freq_base,base.IC,freq_prop,prop.IC,def
HP:0004375,0,0,0.002577319587628866,8.599912842187127,Neoplasm of the nervous system
HP:0004376,0,0,0,0,Neuroblastic tumors
HP:0004377,0,0,0,0,Hematological neoplasm
HP:0004378,0,0,0,0,Abnormality of the anus
HP:0004379,0,0,0,0,Abnormality of alkaline phosphatase activity
HP:0004380,0,0,0,0,Aortic valve calcification
HP:0004381,0,0,0,0,Supravalvular aortic stenosis
HP:0004382,0,0,0,0,Mitral valve calcification
HP:0004383,0,0,0,0,Hypoplastic left heart
HP:0004384,0,0,0,0,Type I truncus arteriosus
HP:0004385,0,0,0,0,Protracted diarrhea
HP:0004386,0,0,0.002577319587628866,8.599912842187127,Gastrointestinal inflammation
HP:0004387,0,0,0,0,Enterocolitis
HP:0004388,0,0,0,0,Microcolon
HP:0004389,0,0,0,0,Intestinal pseudo-obstruction
HP:0004390,0,0,0,0,Hamartomatous polyposis
HP:0004392,0,0,0,0,Prune belly
HP:0004394,0,0,0,0,Multiple gastric polyps
HP:0004395,0,0,0,0,Malnutrition
HP:0004396,0,0,0,0,Poor appetite
HP:0004397,0,0,0,0,Ectopic anus
HP:0004398,0,0,0,0,Peptic ulcer
HP:0004399,0,0,0,0,Congenital pyloric atresia
HP:0004400,0,0,0,0,Abnormality of the pylorus
HP:0004401,0,0,0,0,Meconium ileus
HP:0004403,0,0,0,0,Proximal esophageal atresia
HP:0004404,0,0,0.007731958762886598,7.014950341465972,Abnormal nipple morphology
HP:0004405,0,0,0,0,Prominent nipples
HP:0004406,0,0,0,0,"Spontaneous, recurrent epistaxis"
HP:0004407,0,0,0,0,Bony paranasal bossing
HP:0004408,0,0,0,0,Abnormality of the sense of smell
HP:0004409,0,0,0,0,Hyposmia
HP:0004411,0,0,0,0,Deviated nasal septum
HP:0004414,0,0,0,0,Abnormality of the pulmonary artery
HP:0004415,0,0,0,0,Pulmonary artery stenosis
HP:0004416,0,0,0,0,Precocious atherosclerosis
HP:0004417,0,0,0,0,Intermittent claudication
HP:0004418,0,0,0,0,Thrombophlebitis
HP:0004419,0,0,0,0,Recurrent thrombophlebitis
HP:0004420,0,0,0,0,Arterial thrombosis
HP:0004421,0,0,0,0,Elevated systolic blood pressure
HP:0004422,0,0,0,0,Biparietal narrowing
HP:0004423,0,0,0,0,Cranium bifidum occultum
HP:0004425,0,0,0,0,Flat forehead
HP:0004426,0,0,0,0,Abnormality of the cheek
HP:0004428,0,0,0,0,Elfin facies
HP:0004429,0,0,0,0,Recurrent viral infections
HP:0004430,0,0,0,0,Severe combined immunodeficiency
HP:0004431,0,0,0,0,Complement deficiency
HP:0004432,0,0,0,0,Agammaglobulinemia
HP:0004433,0,0,0,0,Secretory IgA deficiency
HP:0004434,0,0,0,0,C8 deficiency
HP:0004437,0,0,0,0,Cranial hyperostosis
HP:0004438,0,0,0,0,Hyperostosis frontalis interna
HP:0004439,0,0,0,0,Craniofacial dysostosis
HP:0004440,0,0,0,0,Coronal craniosynostosis
HP:0004442,0,0,0,0,Sagittal craniosynostosis
HP:0004443,0,0,0,0,Lambdoidal craniosynostosis
HP:0004444,0,0,0,0,Spherocytosis
HP:0004445,0,0,0,0,Elliptocytosis
HP:0004446,0,0,0,0,Stomatocytosis
HP:0004447,0,0,0,0,Poikilocytosis
HP:0004448,0,0,0,0,Fulminant hepatic failure
HP:0004450,0,0,0,0,Preauricular skin furrow
HP:0004451,0,0,0,0,Postauricular skin tag
HP:0004452,0,0,0,0,Abnormality of the middle ear ossicles
HP:0004453,0,0,0,0,Overfolding of the superior helices
HP:0004454,0,0,0,0,Abnormal middle ear reflexes
HP:0004458,0,0,0,0,Dilatated internal auditory canal
HP:0004459,0,0,0,0,Exostosis of the external auditory canal
HP:0004461,0,0,0,0,Congenital earlobe sinuses
HP:0004463,0,0,0,0,Absent brainstem auditory responses
HP:0004464,0,0,0,0,Postauricular pit
HP:0004466,0,0,0,0,Prolonged brainstem auditory evoked potentials
HP:0004467,0,0,0,0,Preauricular pit
HP:0004468,0,0,0,0,Anomalous tracheal cartilage
HP:0004469,0,0,0,0,Chronic bronchitis
HP:0004470,0,0,0,0,Atretic occipital cephalocele
HP:0004471,0,0,0,0,Aplasia cutis congenita over the scalp vertex
HP:0004472,0,0,0,0,Mandibular hyperostosis
HP:0004474,0,0,0,0,Persistent open anterior fontanelle
HP:0004476,0,0,0,0,Aplasia cutis congenita over parietal area
HP:0004478,0,0,0,0,Ethmoidal encephalocele
HP:0004481,0,0,0,0,Progressive macrocephaly
HP:0004482,0.005154639175257732,7.599912842187128,0.005154639175257732,7.599912842187128,Relative macrocephaly
HP:0004484,0,0,0,0,Craniofacial asymmetry
HP:0004485,0,0,0,0,Cessation of head growth
HP:0004487,0,0,0,0,Acrobrachycephaly
HP:0004488,0,0,0,0,Macrocephaly at birth
HP:0004490,0,0,0,0,Calvarial hyperostosis
HP:0004491,0,0,0,0,Large posterior fontanelle
HP:0004492,0,0,0,0,Widely patent fontanelles and sutures
HP:0004493,0,0,0,0,Craniofacial hyperostosis
HP:0004495,0,0,0,0,Thin anteverted nares
HP:0004496,0,0,0,0,Posterior choanal atresia
HP:0004499,0,0,0,0,Chronic rhinitis due to narrow nasal airway
HP:0004502,0,0,0,0,Bilateral choanal atresia
HP:0004510,0,0,0,0,Pancreatic islet-cell hyperplasia
HP:0004523,0,0,0,0,Long eyebrows
HP:0004524,0,0,0,0,Temporal hypotrichosis
HP:0004527,0,0,0,0,Large clumps of pigment irregularly distributed along hair shaft
HP:0004528,0,0,0,0,Generalized hypotrichosis
HP:0004529,0,0,0,0,"Atrophic, patchy alopecia"
HP:0004532,0,0,0,0,Sacral hypertrichosis
HP:0004535,0,0,0,0,Anterior cervical hypertrichosis
HP:0004540,0,0,0,0,"Congenital, generalized hypertrichosis"
HP:0004544,0,0,0,0,Pointed frontal hairline
HP:0004552,0,0,0,0,Scarring alopecia of scalp
HP:0004554,0,0,0,0,Generalized hypertrichosis
HP:0004557,0,0,0,0,Anterior vertebral fusion
HP:0004558,0,0,0,0,Cervical platyspondyly
HP:0004562,0,0,0,0,Beaking of vertebral bodies T12-L3
HP:0004563,0,0,0,0,Increased spinal bone density
HP:0004565,0,0,0,0,Severe platyspondyly
HP:0004566,0,0,0,0,Pear-shaped vertebrae
HP:0004568,0,0,0,0,Beaking of vertebral bodies
HP:0004570,0,0,0,0,Increased vertebral height
HP:0004571,0,0,0,0,Widening of cervical spinal canal
HP:0004573,0,0,0,0,Anterior wedging of T11
HP:0004575,0,0,0,0,Fusion of midcervical facet joints
HP:0004576,0,0,0,0,Sclerotic vertebral endplates
HP:0004580,0,0,0,0,Anterior scalloping of vertebral bodies
HP:0004581,0,0,0,0,Increased anterior vertebral height
HP:0004582,0,0,0,0,Irregularity of vertebral bodies
HP:0004586,0,0,0,0,Biconcave vertebral bodies
HP:0004589,0,0,0,0,Dysplasia of second lumbar vertebra
HP:0004590,0,0,0,0,Hypoplastic sacrum
HP:0004591,0,0,0,0,Disc-like vertebral bodies
HP:0004592,0,0,0,0,Thoracic platyspondyly
HP:0004594,0,0,0,0,Hump-shaped mound of bone in central and posterior portions of vertebral endplate
HP:0004598,0,0,0,0,Supernumerary vertebral ossification centers
HP:0004599,0,0,0,0,Absent or minimally ossified vertebral bodies
HP:0004601,0,0,0,0,Spina bifida occulta at L5
HP:0004602,0,0,0,0,Cervical C2/C3 vertebral fusion
HP:0004603,0,0,0,0,Hyperconvex vertebral body endplates
HP:0004605,0,0,0,0,Absent vertebral body mineralization
HP:0004606,0,0,0,0,Unossified vertebral bodies
HP:0004607,0,0,0,0,Anterior beaking of lower thoracic vertebrae
HP:0004608,0,0,0,0,Anteriorly placed odontoid process
HP:0004609,0,0,0,0,Patchy distortion of vertebrae
HP:0004610,0,0,0,0,Lumbar spinal canal stenosis
HP:0004611,0,0,0,0,Anterior concavity of thoracic vertebrae
HP:0004614,0,0,0,0,Spina bifida occulta at S1
HP:0004616,0,0,0,0,Cleft vertebral arch
HP:0004617,0,0,0,0,Butterfly vertebral arch
HP:0004618,0,0,0,0,Sandwich appearance of vertebral bodies
HP:0004619,0,0,0,0,Lumbar kyphoscoliosis
HP:0004621,0,0,0,0,Enlarged vertebral pedicles
HP:0004622,0,0,0,0,Progressive intervertebral space narrowing
HP:0004625,0,0,0,0,Biconvex vertebral bodies
HP:0004626,0,0,0,0,Lumbar scoliosis
HP:0004629,0,0,0,0,Small cervical vertebral bodies
HP:0004630,0,0,0,0,Anterior beaking of thoracic vertebrae
HP:0004631,0,0,0,0,Decreased cervical spine flexion due to contractures of posterior cervical muscles
HP:0004632,0,0,0,0,Cervical segmentation defect
HP:0004633,0,0,0,0,Lower thoracic kyphosis
HP:0004634,0,0,0,0,Cuboid-shaped vertebral bodies
HP:0004635,0,0,0,0,Cervical C5/C6 vertebrae fusion
HP:0004637,0,0,0,0,Decreased cervical spine mobility
HP:0004639,0,0,0,0,Elevated amniotic fluid alpha-fetoprotein
HP:0004646,0,0,0,0,Hypoplasia of the nasal bone
HP:0004660,0,0,0,0,Hypoplasia of facial musculature
HP:0004661,0,0,0,0,Frontalis muscle weakness
HP:0004664,0,0,0,0,Facial midline hemangioma
HP:0004673,0,0,0.015463917525773196,6.014950341465972,Decreased facial expression
HP:0004676,0,0,0,0,Prominent supraorbital arches in adult
HP:0004679,0,0,0,0,Large tarsal bones
HP:0004681,0,0,0,0,Deep longitudinal plantar crease
HP:0004684,0,0,0,0,Talipes valgus
HP:0004686,0,0,0,0,Short third metatarsal
HP:0004688,0,0,0,0,Irregular tarsal bones
HP:0004689,0,0,0,0,Short fourth metatarsal
HP:0004690,0,0,0,0,Thickened Achilles tendon
HP:0004691,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,2-3 toe syndactyly
HP:0004692,0,0,0,0,4-5 toe syndactyly
HP:0004695,0,0,0,0,Calcaneal epiphyseal stippling
HP:0004696,0,0,0,0,Talipes cavus equinovarus
HP:0004699,0,0,0,0,Osteoporotic metatarsal
HP:0004704,0,0,0,0,Short fifth metatarsal
HP:0004712,0,0,0,0,Renal malrotation
HP:0004713,0,0,0,0,Reversible renal failure
HP:0004717,0,0,0,0,Axial malrotation of the kidney
HP:0004719,0,0,0,0,Hyperechogenic kidneys
HP:0004722,0,0,0,0,Thickening of the glomerular basement membrane
HP:0004724,0,0,0,0,Calcium nephrolithiasis
HP:0004727,0,0,0,0,Impaired renal concentrating ability
HP:0004729,0,0,0,0,Acute tubulointerstitial nephritis
HP:0004732,0,0,0,0,Impaired renal uric acid clearance
HP:0004734,0,0,0,0,Renal cortical microcysts
HP:0004736,0,0,0,0,Crossed fused renal ectopia
HP:0004737,0,0,0,0,Global glomerulosclerosis
HP:0004742,0,0,0,0,Abnormality of the renal collecting system
HP:0004743,0,0,0,0,Chronic tubulointerstitial nephritis
HP:0004746,0,0,0,0,Glomerular subendothelial electron-dense deposits
HP:0004749,0,0,0,0,Atrial flutter
HP:0004751,0,0,0,0,Paroxysmal ventricular tachycardia
HP:0004752,0,0,0,0,Congenital atrioventricular dissociation
HP:0004754,0,0,0,0,Permanent atrial fibrillation
HP:0004755,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Supraventricular tachycardia
HP:0004756,0,0,0,0,Ventricular tachycardia
HP:0004757,0,0,0,0,Paroxysmal atrial fibrillation
HP:0004758,0,0,0,0,Effort-induced polymorphic ventricular tachycardias
HP:0004761,0,0,0,0,Post-angioplasty coronary artery restenosis
HP:0004762,0,0,0,0,Hypoplasia of right ventricle
HP:0004763,0,0,0,0,Paroxysmal supraventricular tachycardia
HP:0004764,0,0,0,0,Myxomatous mitral valve degeneration
HP:0004768,0,0,0,0,Sparse anterior scalp hair
HP:0004771,0,0,0,0,Premature graying of body hair
HP:0004779,0,0,0,0,Brittle scalp hair
HP:0004780,0,0,0,0,Elbow hypertrichosis
HP:0004782,0,0,0,0,Hypotrichosis of the scalp
HP:0004783,0,0,0,0,Duodenal polyposis
HP:0004784,0,0,0,0,Juvenile gastrointestinal polyposis
HP:0004785,0,0,0,0,Malrotation of colon
HP:0004786,0,0,0,0,Jejunal diverticula
HP:0004787,0,0,0,0,Fulminant hepatitis
HP:0004788,0,0,0,0,Intestinal lymphedema
HP:0004789,0,0,0,0,Lactose intolerance
HP:0004790,0,0,0,0,Hypoplasia of the small intestine
HP:0004791,0,0,0,0,Esophageal ulceration
HP:0004792,0,0,0,0,Rectoperineal fistula
HP:0004794,0,0,0,0,Malrotation of small bowel
HP:0004795,0,0,0,0,Hamartomatous stomach polyps
HP:0004796,0,0,0,0,Gastrointestinal obstruction
HP:0004797,0,0,0,0,Multiple small bowel atresias
HP:0004798,0,0,0,0,Recurrent infection of the gastrointestinal tract
HP:0004799,0,0,0,0,Jejunoileal diverticula
HP:0004800,0,0,0,0,Duodenal diverticula
HP:0004802,0,0,0,0,Episodic hemolytic anemia
HP:0004804,0,0,0,0,Congenital hemolytic anemia
HP:0004808,0,0,0,0,Acute myeloid leukemia
HP:0004809,0,0,0,0,Neonatal alloimmune thrombocytopenia
HP:0004810,0,0,0,0,Congenital hypoplastic anemia
HP:0004812,0,0,0,0,B Acute Lymphoblastic Leukemia
HP:0004813,0,0,0,0,Post-transfusion thrombocytopenia
HP:0004814,0,0,0,0,Fava bean-induced hemolytic anemia
HP:0004817,0,0,0,0,Drug-sensitive hemolytic anemia
HP:0004818,0,0,0,0,Paroxysmal nocturnal hemoglobinuria
HP:0004819,0,0,0,0,Normocytic hypoplastic anemia
HP:0004820,0,0,0,0,Acute myelomonocytic leukemia
HP:0004821,0,0,0,0,Hypersegmentation of neutrophil nuclei
HP:0004822,0,0,0,0,Atypical elliptocytosis
HP:0004823,0,0,0,0,Anisopoikilocytosis
HP:0004825,0,0,0,0,Increased hemoglobin oxygen affinity
HP:0004826,0,0,0,0,Folate-unresponsive megaloblastic anemia
HP:0004828,0,0,0,0,Refractory anemia with ringed sideroblasts
HP:0004831,0,0,0,0,Recurrent thromboembolism
HP:0004835,0,0,0,0,Microspherocytosis
HP:0004836,0,0,0,0,Acute promyelocytic leukemia
HP:0004839,0,0,0,0,Pyropoikilocytosis
HP:0004840,0,0,0,0,Hypochromic microcytic anemia
HP:0004841,0,0,0,0,Reduced factor XII activity
HP:0004844,0,0,0,0,Coombs-positive hemolytic anemia
HP:0004845,0,0,0,0,Acute monocytic leukemia
HP:0004846,0,0,0,0,Prolonged bleeding after surgery
HP:0004848,0,0,0,0,Ph-positive acute lymphoblastic leukemia
HP:0004850,0,0,0,0,Recurrent deep vein thrombosis
HP:0004851,0,0,0,0,Folate-responsive megaloblastic anemia
HP:0004852,0,0,0,0,Reduced leukocyte alkaline phosphatase
HP:0004854,0,0,0,0,Intermittent thrombocytopenia
HP:0004855,0,0,0,0,Reduced protein S activity
HP:0004856,0,0,0,0,Normochromic microcytic anemia
HP:0004857,0,0,0,0,Hyperchromic macrocytic anemia
HP:0004859,0,0,0,0,Amegakaryocytic thrombocytopenia
HP:0004860,0,0,0,0,Thiamine-responsive megaloblastic anemia
HP:0004861,0,0,0,0,Refractory macrocytic anemia
HP:0004863,0,0,0,0,Compensated hemolytic anemia
HP:0004864,0,0,0,0,Refractory sideroblastic anemia
HP:0004866,0,0,0,0,Impaired ADP-induced platelet aggregation
HP:0004870,0,0,0,0,Chronic hemolytic anemia
HP:0004871,0,0,0,0,Perineal fistula
HP:0004872,0,0,0,0,Incisional hernia
HP:0004875,0,0,0,0,Neonatal inspiratory stridor
HP:0004876,0,0,0,0,Spontaneous neonatal pneumothorax
HP:0004878,0,0,0,0,Intercostal muscle weakness
HP:0004879,0.020618556701030927,5.599912842187128,0.020618556701030927,5.599912842187128,Intermittent hyperventilation
HP:0004880,0,0,0,0,Respiratory infections in early life
HP:0004881,0,0,0,0,Episodic hypoventilation
HP:0004885,0,0,0,0,Episodic respiratory distress
HP:0004886,0,0,0,0,Congenital laryngeal stridor
HP:0004887,0,0,0,0,Respiratory failure requiring assisted ventilation
HP:0004889,0,0,0,0,Intermittent episodes of respiratory insufficiency due to muscle weakness
HP:0004890,0,0,0,0,Elevated pulmonary artery pressure
HP:0004891,0,0,0,0,Recurrent infections due to aspiration
HP:0004894,0,0,0,0,Laryngotracheal stenosis
HP:0004897,0,0,0,0,Stress/infection-induced lactic acidosis
HP:0004898,0,0,0,0,Persistent lactic acidosis
HP:0004900,0,0,0,0,Severe lactic acidosis
HP:0004901,0,0,0,0,Exercise-induced lactic acidemia
HP:0004902,0,0,0,0,Congenital lactic acidosis
HP:0004904,0,0,0,0,Maturity-onset diabetes of the young
HP:0004905,0,0,0,0,Vitamin A deficiency
HP:0004906,0,0,0,0,Hypernatremic dehydration
HP:0004909,0,0,0,0,Hypokalemic hypochloremic metabolic alkalosis
HP:0004910,0,0,0,0,Bicarbonate-wasting renal tubular acidosis
HP:0004911,0,0,0,0,Episodic metabolic acidosis
HP:0004912,0,0,0,0,Hypophosphatemic rickets
HP:0004913,0,0,0,0,Intermittent lactic acidemia
HP:0004914,0,0,0,0,Recurrent infantile hypoglycemia
HP:0004915,0,0,0,0,Impairment of galactose metabolism
HP:0004916,0,0,0,0,Generalized distal tubular acidosis
HP:0004918,0,0,0,0,Hyperchloremic metabolic acidosis
HP:0004919,0,0,0,0,Galactose intolerance
HP:0004920,0,0,0,0,Phenylpyruvic acidemia
HP:0004921,0,0,0,0,Abnormal magnesium concentration
HP:0004922,0,0,0,0,Atypical hyperphenylalaninemia
HP:0004923,0,0,0,0,Hyperphenylalaninemia
HP:0004924,0,0,0,0,Abnormal oral glucose tolerance
HP:0004925,0,0,0,0,Chronic lactic acidosis
HP:0004926,0,0,0,0,Orthostatic hypotension due to autonomic dysfunction
HP:0004927,0,0,0,0,Pulmonary artery dilatation
HP:0004930,0,0,0,0,Abnormality of the pulmonary vasculature
HP:0004931,0,0,0,0,Arteriosclerosis of small cerebral arteries
HP:0004933,0,0,0,0,Ascending aortic dissection
HP:0004934,0,0,0,0,Vascular calcification
HP:0004935,0,0,0,0,Pulmonary artery atresia
HP:0004936,0,0,0,0,Venous thrombosis
HP:0004937,0,0,0,0,Pulmonary artery aneurysm
HP:0004938,0,0,0,0,Tortuous cerebral arteries
HP:0004940,0,0,0,0,Generalized arterial calcification
HP:0004941,0,0,0,0,Extrahepatic portal hypertension
HP:0004942,0,0,0,0,Aortic aneurysm
HP:0004943,0,0,0,0,Accelerated atherosclerosis
HP:0004944,0,0,0,0,Dilatation of the cerebral artery
HP:0004945,0,0,0,0,Extracranial internal carotid artery dissection
HP:0004947,0,0,0,0,Arteriovenous fistula
HP:0004948,0,0,0,0,Vascular tortuosity
HP:0004950,0,0,0,0,Peripheral arterial stenosis
HP:0004952,0,0,0,0,Pulmonary arteriovenous fistulas
HP:0004955,0,0,0,0,Generalized arterial tortuosity
HP:0004959,0,0,0,0,Descending thoracic aorta aneurysm
HP:0004960,0,0,0,0,Absent pulmonary artery
HP:0004961,0,0,0,0,Pulmonary artery sling
HP:0004962,0,0,0,0,Thoracic aorta calcification
HP:0004963,0,0,0,0,Calcification of the aorta
HP:0004964,0,0,0,0,Pulmonary arterial medial hypertrophy
HP:0004966,0,0,0,0,Medial calcification of large arteries
HP:0004968,0,0,0,0,Recurrent cerebral hemorrhage
HP:0004969,0,0,0,0,Peripheral pulmonary artery stenosis
HP:0004970,0,0,0,0,Ascending tubular aorta aneurysm
HP:0004971,0,0,0,0,Pulmonary artery hypoplasia
HP:0004972,0,0,0,0,Elevated mean arterial pressure
HP:0004974,0,0,0,0,Coarctation of abdominal aorta
HP:0004975,0,0,0,0,Erlenmeyer flask deformity of the femurs
HP:0004976,0,0,0,0,Knee dislocation
HP:0004977,0,0,0,0,Bilateral radial aplasia
HP:0004979,0,0,0,0,Metaphyseal sclerosis
HP:0004980,0,0,0,0,Metaphyseal rarefaction
HP:0004981,0,0,0,0,Prominent styloid process of ulna
HP:0004987,0,0,0,0,Mesomelic leg shortening
HP:0004990,0,0,0,0,Epiphyseal streaking
HP:0004991,0,0,0,0,Rhizomelic arm shortening
HP:0004993,0,0,0,0,Slender long bones with narrow diaphyses
HP:0004997,0,0,0,0,Multicentric ossification of proximal humeral epiphyses
HP:0005001,0,0,0,0,Recurrent patellar dislocation
HP:0005003,0,0,0,0,Aplasia/Hypoplasia of the capital femoral epiphysis
HP:0005004,0,0,0,0,Flattened proximal radial epiphyses
HP:0005005,0,0,0,0,"Femoral bowing present at birth, straightening with time"
HP:0005008,0,0,0,0,Large joint dislocations
HP:0005009,0,0,0,0,Dumbbell-shaped humerus
HP:0005010,0,0,0,0,Osteomyelitis leading to amputation due to slow healing fractures
HP:0005011,0,0,0,0,Mesomelic arm shortening
HP:0005013,0,0,0,0,Dysplastic distal radial epiphyses
HP:0005017,0,0,0,0,Polyarticular chondrocalcinosis
HP:0005019,0,0,0,0,Diaphyseal thickening
HP:0005021,0,0,0,0,Bilateral elbow dislocations
HP:0005025,0,0,0,0,Hypoplastic distal humeri
HP:0005026,0,0,0,0,Mesomelic/rhizomelic limb shortening
HP:0005028,0,0,0,0,Widened proximal tibial metaphyses
HP:0005033,0,0,0,0,Distal ulnar hypoplasia
HP:0005035,0,0,0,0,Shortening of all phalanges of the toes
HP:0005036,0,0,0,0,Unilateral ulnar hypoplasia
HP:0005037,0,0,0,0,Proximal radio-ulnar synostosis
HP:0005039,0,0,0,0,Multiple long-bone exostoses
HP:0005041,0,0,0,0,Irregular capital femoral epiphysis
HP:0005042,0,0,0,0,"Irregular, rachitic-like metaphyses"
HP:0005043,0,0,0,0,Proximal humeral metaphyseal irregularity
HP:0005045,0,0,0,0,Diaphyseal cortical sclerosis
HP:0005048,0,0,0,0,Synostosis of carpal bones
HP:0005050,0,0,0,0,Anterolateral radial head dislocation
HP:0005054,0,0,0,0,Metaphyseal spurs
HP:0005059,0,0,0,0,Arthralgia/arthritis
HP:0005060,0,0,0,0,Limited elbow flexion/extension
HP:0005063,0,0,0,0,"Fragmented, irregular epiphyses"
HP:0005066,0,0,0,0,Cone-shaped epiphyses fused within their metaphyses
HP:0005067,0,0,0,0,Proximal fibular overgrowth
HP:0005068,0,0,0,0,Absent styloid process of ulna
HP:0005069,0,0,0,0,Rhizo-meso-acromelic limb shortening
HP:0005070,0,0,0,0,Proximal radial head dislocation
HP:0005072,0,0,0,0,Hyperextensibility at wrists
HP:0005084,0,0,0,0,Anterior radial head dislocation
HP:0005085,0,0,0,0,Limited knee flexion/extension
HP:0005086,0,0,0,0,Knee osteoarthritis
HP:0005089,0,0,0,0,Abnormal metaphyseal trabeculation
HP:0005090,0,0,0,0,Lateral femoral bowing
HP:0005092,0,0,0,0,Streaky metaphyseal sclerosis
HP:0005093,0,0,0,0,Absent proximal radial epiphyses
HP:0005096,0,0,0,0,Distal femoral bowing
HP:0005099,0,0,0,0,Severe hydrops fetalis
HP:0005100,0,0,0,0,Premature birth following premature rupture of fetal membranes
HP:0005101,0,0,0,0,High-frequency hearing impairment
HP:0005102,0,0,0,0,Cochlear degeneration
HP:0005103,0,0,0,0,Calcification of the auricular cartilage
HP:0005104,0,0,0,0,Hypoplastic nasal septum
HP:0005105,0,0,0.010309278350515464,6.599912842187128,Abnormal nasal morphology
HP:0005106,0,0,0,0,Abnormality of the vertebral endplates
HP:0005107,0,0,0,0,Abnormal sacrum morphology
HP:0005108,0,0,0,0,Abnormality of the intervertebral disk
HP:0005109,0,0,0,0,Abnormality of the Achilles tendon
HP:0005110,0,0,0,0,Atrial fibrillation
HP:0005112,0,0,0,0,Abdominal aortic aneurysm
HP:0005113,0,0,0,0,Aortic arch aneurysm
HP:0005115,0,0,0.002577319587628866,8.599912842187127,Supraventricular arrhythmia
HP:0005116,0,0,0,0,Arterial tortuosity
HP:0005117,0,0,0,0,Elevated diastolic blood pressure
HP:0005120,0,0,0.002577319587628866,8.599912842187127,Abnormal cardiac atrium morphology
HP:0005121,0,0,0,0,Posterior scalloping of vertebral bodies
HP:0005129,0,0,0,0,Congenital hypertrophy of left ventricle
HP:0005130,0,0,0,0,Restrictive heart failure
HP:0005132,0,0,0,0,Pericardial constriction
HP:0005133,0,0,0,0,Right ventricular dilatation
HP:0005134,0,0,0,0,Absence of the pulmonary valve
HP:0005135,0,0,0,0,Abnormal T-wave
HP:0005136,0,0,0,0,Mitral annular calcification
HP:0005143,0,0,0,0,Anomalous origin of right pulmonary artery from ascending aorta
HP:0005144,0,0,0,0,Ventricular septal hypertrophy
HP:0005145,0,0,0,0,Coronary artery stenosis
HP:0005146,0,0,0,0,Cardiac valve calcification
HP:0005147,0,0,0,0,Bidirectional ventricular ectopy
HP:0005148,0,0,0,0,Pulmonary valve defects
HP:0005150,0,0,0,0,Abnormal atrioventricular conduction
HP:0005151,0,0,0,0,Preductal coarctation of the aorta
HP:0005152,0,0,0,0,Histiocytoid cardiomyopathy
HP:0005155,0,0,0,0,Ventricular escape rhythm
HP:0005156,0,0,0,0,Hypoplastic left atrium
HP:0005157,0,0,0,0,Concentric hypertrophic cardiomyopathy
HP:0005160,0,0,0,0,Total anomalous pulmonary venous return
HP:0005162,0,0,0,0,Left ventricular dysfunction
HP:0005164,0,0,0,0,Dysplastic pulmonary valve
HP:0005165,0,0,0,0,Shortened PR interval
HP:0005168,0,0,0,0,Elevated right atrial pressure
HP:0005170,0,0,0,0,Complete heart block with broad QRS complexes
HP:0005172,0,0,0,0,Left posterior fascicular block
HP:0005174,0,0,0,0,Membranous subvalvular aortic stenosis
HP:0005176,0,0,0,0,Dysplastic aortic valve
HP:0005177,0,0,0,0,Premature arteriosclerosis
HP:0005178,0,0,0,0,Complete heart block with narrow QRS complexes
HP:0005180,0,0,0,0,Tricuspid regurgitation
HP:0005181,0,0,0,0,Premature coronary artery atherosclerosis
HP:0005182,0,0,0,0,Bicuspid pulmonary valve
HP:0005183,0,0,0,0,Pericardial lymphangiectasia
HP:0005184,0,0,0,0,Prolonged QTc interval
HP:0005185,0,0,0,0,Global systolic dysfunction
HP:0005186,0,0,0,0,Synovial hypertrophy
HP:0005187,0,0,0,0,Progressive joint destruction
HP:0005190,0,0,0,0,Proximal finger joint hyperextensibility
HP:0005191,0,0,0,0,Congenital knee dislocation
HP:0005193,0,0,0,0,Restricted large joint movement
HP:0005194,0,0,0,0,Flattened metatarsal heads
HP:0005195,0,0,0,0,Polyarticular arthropathy
HP:0005197,0,0,0,0,Generalized morning stiffness
HP:0005198,0,0,0,0,Stiff interphalangeal joints
HP:0005199,0,0,0,0,Aplasia of the abdominal wall musculature
HP:0005200,0,0,0,0,Retroperitoneal fibrosis
HP:0005201,0,0,0,0,Anomalous splenoportal venous system
HP:0005202,0,0,0,0,Helicobacter pylori infection
HP:0005203,0,0,0,0,Spontaneous esophageal perforation
HP:0005206,0,0,0,0,Pancreatic pseudocyst
HP:0005207,0,0,0,0,Gastric hypertrophy
HP:0005208,0,0,0,0,Secretory diarrhea
HP:0005209,0,0,0,0,Intrahepatic bile duct cysts
HP:0005210,0,0,0,0,Hypoplastic colon
HP:0005211,0,0,0,0,Midgut malrotation
HP:0005212,0,0,0,0,Anal mucosal leukoplakia
HP:0005213,0,0,0,0,Pancreatic calcification
HP:0005214,0,0,0,0,Intestinal obstruction
HP:0005215,0,0,0,0,Frequent Giardia lamblia infestation
HP:0005216,0,0,0,0,Impaired mastication
HP:0005217,0,0,0,0,Duplication of internal organs
HP:0005218,0,0,0,0,Anoperineal fistula
HP:0005219,0,0,0,0,Absence of intrinsic factor
HP:0005220,0,0,0,0,Multiple intestinal neurofibromatosis
HP:0005222,0,0,0,0,Bowel diverticulosis
HP:0005223,0,0,0,0,Duplicated colon
HP:0005224,0,0,0,0,Rectal abscess
HP:0005225,0,0,0,0,Intestinal edema
